85300;2242813
6355;2242813
85540;2242813
6226;2242813
8600;2242813
87047;2242813
6066;2242813
6877;2242813
73414;2242813
86027;2242813
5862;2242813
6572;2242813
8322;2242813
43871;2242813
85216;2242813
5787;2242813
6808;2242813
7331;2242813
8507;2242813
25565;2242813
55677;2242813
83237;2242813
1851;2242813
6688;2242813
8013;2242813
8522;2242813
21407;2242813
28154;2242813
48867;2242813
60301;2242813
80523;2242813
83825;2242813
1212;2242813
5440;2242813
7376;2242813
8270;2242813
13243;2242813
22510;2242813
25857;2242813
41305;2242813
45623;2242813
55256;2242813
55741;2242813
67115;2242813
75435;2242813
83137;2242813
84660;2242813
1257;2242813
5130;2242813
8628;2242813
18805;2242813
22000;2242813
27725;2242813
33750;2242813
43136;2242813
44425;2242813
51534;2242813
55680;2242813
66838;2242813
68278;2242813
80038;2242813
1224;2242813
3083;2242813
5264;2242813
8638;2242813
18581;2242813
20164;2242813
26700;2242813
35532;2242813
41371;2242813
51481;2242813
54555;2242813
55740;2242813
62375;2242813
67244;2242813
2047;2242813
4216;2242813
5220;2242813
11223;2242813
17217;2242813
41147;2242813
42600;2242813
50283;2242813
53705;2242813
65717;2242813
2470;2242813
3182;2242813
4748;2242813
14052;2242813
17645;2242813
38124;2242813
54142;2242813
2231;2242813
2556;2242813
3737;2242813
4580;2242813
13271;2242813
36772;2242813
2162;2242813
3318;2242813
48275;2046585
41323;2046585
50664;2046585
1556;2046585
46752;2046585
50212;2046585
80127;2046585
1088;2046585
27821;2046585
63315;2046585
86436;2046585
1301;2046585
6426;2046585
28528;2046585
62701;2046585
71411;2046585
81805;2046585
88047;2046585
1280;2046585
1547;2046585
3818;2046585
8687;2046585
37464;2046585
52555;2046585
68574;2046585
76551;2046585
81763;2046585
85820;2046585
1518;2046585
2352;2046585
4420;2046585
6702;2046585
21341;2046585
30655;2046585
38233;2046585
58363;2046585
66160;2046585
71368;2046585
75238;2046585
85764;2046585
85884;2046585
1382;2046585
2071;2046585
3105;2046585
4067;2046585
6328;2046585
6603;2046585
7630;2046585
12434;2046585
27406;2046585
33400;2046585
55464;2046585
62432;2046585
63448;2046585
72416;2046585
1461;2046585
1650;2046585
2223;2046585
2487;2046585
3454;2046585
4305;2046585
5204;2046585
6345;2046585
7447;2046585
7661;2046585
18676;2046585
26606;2046585
54120;2046585
74617;2046585
2647;2046585
3368;2046585
4150;2046585
5053;2046585
6246;2046585
7140;2046585
7728;2046585
14770;2046585
21615;2046585
26847;2046585
55084;2046585
2844;2046585
5017;2046585
5125;2046585
5475;2046585
6754;2046585
7738;2046585
15028;2046585
25167;2046585
3100;2046585
4457;2046585
5532;2046585
7123;2046585
8557;2046585
4676;2046585
5578;2046585
7022;2046585
6018;2046585
6012;2046585
5782;2046585
5873;2046585
87151;2761728
8285;2761728
87303;2761728
1158;2761728
66188;2761728
1106;2761728
4485;2761728
37653;2761728
81505;2761728
2504;2761728
6017;2761728
15078;2761728
47052;2761728
80846;2761728
84875;2761728
1610;2761728
2675;2761728
5532;2761728
6771;2761728
14647;2761728
25226;2761728
42662;2761728
51374;2761728
78670;2761728
1501;2761728
1875;2761728
2631;2761728
2815;2761728
5271;2761728
5750;2761728
6480;2761728
7788;2761728
8782;2761728
22111;2761728
27648;2761728
64432;2761728
67660;2761728
1217;2761728
1568;2761728
1665;2761728
2284;2761728
2777;2761728
3320;2761728
4631;2761728
5521;2761728
6072;2761728
6883;2761728
8077;2761728
8721;2761728
12507;2761728
25140;2761728
27503;2761728
34300;2761728
54142;2761728
78451;2761728
1686;2761728
2118;2761728
3130;2761728
4423;2761728
5068;2761728
5441;2761728
6251;2761728
